"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedge","1","456","2358867529728","72572928","34455552","34920","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --startup-read-main-dll --metrics-shmem-handle=2216,i,665615105156115576,12136039212601646824,524288 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2460 /prefetch:11","System.Diagnostics.Process (msedge)","Microsoft Corporation","61.765625","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5540","8",,"False","2/6/2026 10:26:14 AM",,"9600",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34920","34920","34455552","34455552","899664","899664","49864704","49864704","87232512","87232512","2358951415808","1014370304","True","Normal","34455552","34455552","4095","1",,"System.Diagnostics.ProcessThreadCollection","456","2358867529728","930484224","False",,,,"72572928","72572928",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:24.0625000","00:01:01.7656250","00:00:37.7031250","msedge","0","","True",,
"msedge","1","389","3819503468544","90841088","159854592","39880","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7897406182 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=7520,i,10682418643249225627,16242520139027310618,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709003178624776 --mojo-platform-channel-handle=7592 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","8.8125","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5796","4",,"False","2/6/2026 10:29:49 AM",,"11788",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39880","39880","159854592","159854592","885336","885336","257093632","257093632","299900928","299900928","3823049076736","528183296","True","Idle","159854592","159854592","4095","1",,"System.Diagnostics.ProcessThreadCollection","389","3819503468544","1277542400","False",,,,"90841088","90841088",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.5937500","00:00:08.8125000","00:00:07.2187500","msedge","0","","True",,
"msedge","1","160","2358520348672","24584192","10309632","11432","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=asset_store.mojom.AssetStoreService --lang=en-US --service-sandbox-type=asset_store_service --video-capture-use-gpu-memory-buffer --ssd-no-pressure-read-main-dll --metrics-shmem-handle=11920,i,2154501608280134142,12191720184024766233,524288 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709065960428659 --mojo-platform-channel-handle=1820 /prefetch:14","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.15625","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5596","8",,"False","2/6/2026 3:48:19 PM",,"12760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11432","11432","10309632","10309632","828800","828800","15491072","15491072","28700672","28700672","2358570688512","633643008","True","Normal","10309632","10309632","4095","1",,"System.Diagnostics.ProcessThreadCollection","160","2358520348672","583303168","False",,,,"24584192","24584192",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0781250","00:00:00.1562500","00:00:00.0781250","msedge","0","","True",,
"msedge","1","551","3814331125760","266907648","223825920","42352","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=60 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=8340782435 --skip-read-main-dll --metrics-shmem-handle=10684,i,7080763357893598871,4769419066364568756,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709042534382434 --mojo-platform-channel-handle=11296 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","1485.40625","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4012","8",,"False","2/6/2026 10:37:12 AM",,"14108",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","42352","42352","223825920","223825920","984192","984192","290881536","290881536","338112512","338112512","3823143223296","622329856","True","Normal","223825920","223825920","4095","1",,"System.Diagnostics.ProcessThreadCollection","551","3814331125760","400166912","False",,,,"266907648","266907648",,"System.Diagnostics.ProcessModule (msedge.exe)","00:07:35.3281250","00:24:45.4062500","00:17:10.0781250","msedge","0","","True",,
"msedge","1","693","3814224203776","190377984","247955456","36304","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7897835339 --skip-read-main-dll --metrics-shmem-handle=8732,i,15156788622359257445,17976410678359170365,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709010674959568 --mojo-platform-channel-handle=8684 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","15.796875","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4784","4",,"False","2/6/2026 10:29:49 AM",,"17604",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36304","36304","247955456","247955456","869568","869568","413515776","413515776","469848064","469848064","3816002715648","2071756800","True","Idle","247955456","247955456","4095","1",,"System.Diagnostics.ProcessThreadCollection","693","3814224203776","293244928","False",,,,"190377984","190377984",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:02.2656250","00:00:15.7968750","00:00:13.5312500","msedge","0","","True",,
"msedge","1","370","3815994290176","38891520","55582720","28792","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7902791423 --skip-read-main-dll --metrics-shmem-handle=9676,i,7380487209279986110,4081927492843335169,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709014423126964 --mojo-platform-channel-handle=9624 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","6.5","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5896","4",,"False","2/6/2026 10:29:54 AM",,"17828",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28792","28792","55582720","55582720","873840","873840","128483328","128483328","163532800","163532800","3819525148672","1299222528","True","Idle","55582720","55582720","4095","1",,"System.Diagnostics.ProcessThreadCollection","370","3815994290176","2063331328","False",,,,"38891520","38891520",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.0625000","00:00:06.5000000","00:00:05.4375000","msedge","0","","True",,
"msedge","1","293","2306632912896","13422592","2646016","10752","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\StevePaylor\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\StevePaylor\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\StevePaylor\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=144.0.7559.110 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=144.0.3719.104 --initial-client-data=0x268,0x26c,0x270,0x264,0x278,0x7ff97c082c98,0x7ff97c082ca4,0x7ff97c082cb0","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.15625","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4420","8",,"False","2/6/2026 10:26:14 AM",,"18844",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10752","10752","2646016","2646016","144736","144736","2871296","2871296","13590528","13590528","2306700021760","302583808","True","Normal","2646016","2646016","4095","1",,"System.Diagnostics.ProcessThreadCollection","293","2306632912896","235474944","False",,,,"13422592","13422592",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0625000","00:00:00.1562500","00:00:00.0937500","msedge","0","","True",,
"msedge","1","523","2359028527104","78409728","67444736","25904","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=10524,i,6948602451662192942,4073996920967715248,524288 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709022856503605 --mojo-platform-channel-handle=10916 /prefetch:14","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.75","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5944","8",,"False","2/6/2026 10:30:13 AM",,"18916",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25904","25904","67444736","67444736","1276224","1276224","77090816","77090816","80109568","80109568","2359112425472","1175379968","True","Normal","67444736","67444736","4095","1",,"System.Diagnostics.ProcessThreadCollection","523","2359028527104","1091481600","False",,,,"78409728","78409728",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.4062500","00:00:00.7500000","00:00:00.3437500","msedge","0","","True",,
"msedge","1","2738","2446242607104","448790528","199946240","268720","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window",,"Microsoft Corporation","535.796875","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5948","8",,"False","2/6/2026 10:26:14 AM",,"19016",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","268720","268720","199946240","199946240","1972224","1972224","456253440","456253440","696348672","696348672","2446389960704","-1741398016","True","Normal","199946240","199946240","4095","1",,"System.Diagnostics.ProcessThreadCollection","2738","2446242607104","-1888751616","False",,,,"448790528","448790528",,"System.Diagnostics.ProcessModule (msedge.exe)","00:03:39.9687500","00:08:55.7968750","00:05:15.8281250","msedge","592408","6 The pipeline: Connecting commands - Learn PowerShell in a Month of Lunches: Fourth Edition, Covers Windows, Linux, and macOS and 6 more pages - Work - Microsoft​ Edge","True",,
"msedge","1","155","2358537003008","72462336","65269760","11840","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_collections.mojom.CollectionsDataManager --lang=en-US --service-sandbox-type=collections --video-capture-use-gpu-memory-buffer --ssd-no-pressure-read-main-dll --metrics-shmem-handle=11904,i,12314862447397817216,4724530778903836350,524288 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709123119981448 --mojo-platform-channel-handle=4840 /prefetch:14","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.09375","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5968","8",,"False","2/7/2026 6:08:32 PM",,"19208",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11840","11840","65269760","65269760","828784","828784","182976512","182976512","187432960","187432960","2358537003008","599957504","True","Normal","65269760","65269760","4095","1",,"System.Diagnostics.ProcessThreadCollection","155","2358537003008","599957504","False",,,,"72462336","72462336",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","msedge","0","","True",,
"msedge","1","256","2358638022656","33386496","10706944","17008","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=10184,i,11756412513472137481,628142111924691466,524288 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709026604671001 --mojo-platform-channel-handle=8716 /prefetch:14","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.140625","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5876","8",,"False","2/6/2026 10:30:34 AM",,"20448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17008","17008","10706944","10706944","893888","893888","10854400","10854400","33460224","33460224","2358671577088","734531584","True","Normal","10706944","10706944","4095","1",,"System.Diagnostics.ProcessThreadCollection","256","2358638022656","700977152","False",,,,"33386496","33386496",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.8906250","00:00:02.1406250","00:00:01.2500000","msedge","0","","True",,
"msedge","1","407","3823020834816","160870400","539680768","56080","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7682986852 --skip-read-main-dll --metrics-shmem-handle=6968,i,14775777005379444711,16308042655469701518,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190708995682289984 --mojo-platform-channel-handle=5508 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","8.390625","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4492","4",,"False","2/6/2026 10:26:14 AM",,"21940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","56080","56080","539680768","539680768","840872","840872","733245440","733245440","266563584","266563584","3826573844480","-242016256","True","Idle","539680768","539680768","4095","1",,"System.Diagnostics.ProcessThreadCollection","407","3823020834816","499941376","False",,,,"160870400","160870400",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.7343750","00:00:08.3906250","00:00:06.6562500","msedge","0","","True",,
"msedge","1","285","3814195281920","11169792","25976832","22400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7903962327 --skip-read-main-dll --metrics-shmem-handle=8572,i,9671339352468209010,16259933498017574828,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709016297210662 --mojo-platform-channel-handle=10236 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.703125","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6036","4",,"False","2/6/2026 10:29:55 AM",,"23476",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22400","22400","25976832","25976832","860184","860184","28729344","28729344","57286656","57286656","3814212059136","281100288","True","Idle","25976832","25976832","4095","1",,"System.Diagnostics.ProcessThreadCollection","285","3814195281920","264323072","False",,,,"11169792","11169792",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.3125000","00:00:00.7031250","00:00:00.3906250","msedge","0","","True",,
"msedge","1","355","3814236041216","61190144","79753216","28768","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7683004090 --skip-read-main-dll --metrics-shmem-handle=7064,i,11797925232826222242,14165955186438286064,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190708996619331833 --mojo-platform-channel-handle=7028 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","3.84375","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6080","4",,"False","2/6/2026 10:26:14 AM",,"23736",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28768","28768","79753216","79753216","868112","868112","158502912","158502912","205185024","205185024","3814264717312","333758464","True","Idle","79753216","79753216","4095","1",,"System.Diagnostics.ProcessThreadCollection","355","3814236041216","305082368","False",,,,"61190144","61190144",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.0312500","00:00:03.8437500","00:00:02.8125000","msedge","0","","True",,
"msedge","1","395","3814215598080","15814656","50089984","27328","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7909932827 --skip-read-main-dll --metrics-shmem-handle=10224,i,18065132635730601243,17333047151560171545,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709017234252511 --mojo-platform-channel-handle=8556 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.28125","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6116","4",,"False","2/6/2026 10:30:01 AM",,"24084",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27328","27328","50089984","50089984","865048","865048","61063168","61063168","107040768","107040768","3814232375296","301416448","True","Idle","50089984","50089984","4095","1",,"System.Diagnostics.ProcessThreadCollection","395","3814215598080","284639232","False",,,,"15814656","15814656",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.5000000","00:00:02.2812500","00:00:01.7812500","msedge","0","","True",,
"msedge","1","213","3814111215616","37036032","20213760","18784","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=139 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=121558171920 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=7080,i,5284569455494967032,2072441229266697641,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709116560688505 --mojo-platform-channel-handle=6628 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.140625","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3684","4",,"False","2/7/2026 6:04:10 PM",,"24124",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18784","18784","20213760","20213760","839576","839576","21950464","21950464","38391808","38391808","3814119604224","188645376","True","Idle","20213760","20213760","4095","1",,"System.Diagnostics.ProcessThreadCollection","213","3814111215616","180256768","False",,,,"37036032","37036032",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0781250","00:00:00.1406250","00:00:00.0625000","msedge","0","","True",,
"msedge","1","202","2358572392448","26464256","11718656","14288","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --startup-read-main-dll --metrics-shmem-handle=2888,i,5738004375526921369,3022706532151730226,524288 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2920 /prefetch:13","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.78125","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3996","8",,"False","2/6/2026 10:26:14 AM",,"24508",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14288","14288","11718656","11718656","795280","795280","20918272","20918272","33353728","33353728","2358622724096","685678592","True","Normal","11718656","11718656","4095","1",,"System.Diagnostics.ProcessThreadCollection","202","2358572392448","635346944","False",,,,"26464256","26464256",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.8593750","00:00:01.7812500","00:00:00.9218750","msedge","0","","True",,
"msedge","1","298","3815949688832","37097472","37134336","28008","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=62 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=8343406362 --skip-read-main-dll --metrics-shmem-handle=9588,i,3926232651558301990,16353475869584270823,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709044408466132 --mojo-platform-channel-handle=11416 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","6.28125","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3832","4",,"False","2/6/2026 10:37:15 AM",,"25716",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28008","28008","37134336","37134336","868648","868648","40267776","40267776","66605056","66605056","3815958081536","2027122688","True","Idle","37134336","37134336","4095","1",,"System.Diagnostics.ProcessThreadCollection","298","3815949688832","2018729984","False",,,,"37097472","37097472",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:02.4687500","00:00:06.2812500","00:00:03.8125000","msedge","0","","True",,
"msedge","1","284","3814204850176","12189696","40960000","23400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1770394691914390 --launch-time-ticks=7903197705 --skip-read-main-dll --metrics-shmem-handle=9976,i,2212440642293384463,13790465483958249355,2097152 --field-trial-handle=2304,i,16369150975293740228,12908634754207211997,262144 --variations-seed-version --trace-process-track-uuid=3190709015360168813 --mojo-platform-channel-handle=9984 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.75","144.0.3719.104","144.0.3719.104","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4056","4",,"False","2/6/2026 10:29:55 AM",,"26416",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23400","23400","40960000","40960000","860440","860440","59936768","59936768","93925376","93925376","3815916126208","1985167360","True","Idle","40960000","40960000","4095","1",,"System.Diagnostics.ProcessThreadCollection","284","3814204850176","273891328","False",,,,"12189696","12189696",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.5312500","00:00:01.7500000","00:00:01.2187500","msedge","0","","True",,
